year,title,excerpt,decade
2006,"Before and after pictures of Muir Glacier, Alaska, exhibit stark contrast that many researchers attribute to global warming",photos were taken in 1941 and 2004 (M) As the World Warms: A Glacial Archive That Documents a Melting Landscape,2000
2008,"I don’t expect there will ever be another player quite like Roberto Baggio. But the Champions League final might produce a performance close to the master’s example. In Champions League, the Baggio Is Possible",,2000
2003,"Linda Yue Lee, a daughter of the late Helena and James Lee, who lived in Melville, N.Y., was married last evening to Dr. Philip Andrew Weber, a son of Dr. Joan Weber and Dr. Carl Weber of Purchase, N.Y. Rabbi Daniel Wolk officiated at Pier 60 at Chelsea Piers in New York.    The bride, 39, is the vice president and senior brand manager of the housewares and home goods retailing division of Martha Stewart Living Omnimedia in New York. She graduated from the Massachusetts Institute of Technology and received a master's degree in industrial design from the Pratt Institute. Her father was a civil structural engineer for Stone & Webster Engineering in New York. Her mother was an interior designer.   Linda Lee, Philip Weber",,2000
2006,Philadelphia Phillies look to clinch National League wild card,photos (M) The Phillies’ Wild Idea Has Fans Believing,2000
2000,Jean King letter contends that Oct 29 Lives column on deer hunting was offensive The Deer Hunter,,2000
2005,Mark Gretch letter on Jan 18 article about Farnese Atlas statue discusses how Western world rejected early scientific reasoning What an Ancient Statue Reveals,,2000
2009,To the Editor:. Of Memory and Israel,,2000
2008,"Some delicacy amid the clamor: sets by the songwriters Ane Brun and Chris Pureka, each with her own acoustic guitar, singing about loneliness and heartbreak to rapt listeners. Ms. Brun, born in Norway and living in Scandinavia, has a clear, seemingly fragile voice with an otherworldly quaver. Her songs are sparse and allusive, often set to modal chords that suggest Celtic-Scandinavian links. Every so often she hints at the blues, as she did when she sang lines like “Remember there are a million ways to die” in “Lullaby for Grown-Ups” from her new album, “Changing of the Seasons.” Along with her austere guitar parts–often just a single picked note behind her voice–she had a backup singer whose hovering harmonies only made the songs more ghostly.  CMJ: Delicacy Amid the Clamor",,2000
2000,"APOSTLE-Christos N. On October 10, 2000. Beloved son of Mary and the late Nicholas C. Devoted brother of Basil & Maria Gregory and Maria and Jim and Tina. Dear nephew of Georgia Podes. Loving uncle and cousin. Reposing Riverdale Funeral Home, Inc., 5044 Broadway corner 214th Street, N.Y.C. Visiting hours. Thursday 7-9 PM and Friday 2-4 and 7-9 PM. Funeral services Saturday 9:30 AM at St. Spyridon G.O. Church, 124 Wadsworth Ave., NYC. Interment Mt. Hope Cemetery. Donations to St. Spyridon Church preferred. Paid Notice: Deaths  APOSTLE, CHRISTOS N.",,2000
2000,Molly O'Neill Food column on varying cooking times to create summer's contrasting flavors,recipes; photo (M)3 Food; Thermodynamic,2000
2000,Euro hits new low on speculation that central banks will allow currency to slide further before they intervene again,"in New York, euro settles at 83.58 cents, down from 84.12 cents; graph; chart (S) THE MARKETS: CURRENCIES",2000
2006,Letter from Theresa McKenna says fence-sitting criticized in Apr 3 editorial is only way seniors can protest unfair new Medicare drug program Medicare 'Fence Sitters',,2000
2003,Young adults who say they eat breakfast every day are found to be almost half as likely to be obese as those who say they eat breakfast twice a week or less,"are also less likely, at same rate, to suffer from insulin resistance syndrome, often precursor to diabetes (S) Avoiding Obesity, With Breakfast",2000
2006,The government has only recently begun to take a role in the care of many recovery workers who were made sick at ground zero. Officials Slow to Hear Claims of 9/11 Illnesses,,2000
2006,"A woman who caused a flight from London to be diverted made what the crew believed to be references to Al Qaeda and urinated on the floor of the airplane, an affidavit released Thursday said. Unruly Passenger Appears in Federal Court",,2000
2004,"All Vince Carter could do was sit helplessly on the bench in street clothes and watch the Cleveland Cavaliers rally from a 12-point second-half deficit Wednesday night at Continental Arena.    Luckily for the Nets, Richard Jefferson had one of those nights he will not soon forget.   Nets Commit to Kidd, Then Win on Last Shot",,2000
2003,"Thousand At Gaza Funeral, Arab Anger Boils and Israel Tightens Checkpoints",,2000
2004,"Arizona Cardinals defeat New York Giants, 17-14",photos (M) Another Underdog Clamps Down and Loosens the Giants' Grip,2000
2001,"Radio program called 'Hello Taxi' is particular favorite of Beijing's cabdrivers, as well as owners of swelling fleet of private cars","popular feature of program is driver's called-in taped anecdotes; cabdrivers say their job has become ever more frustrating, with nightmare traffic jams and need to work longer hours for fares that city reduced two years ago in effort to entice more riders; photo (M) Beijing Journal; Traffic Is a Mess, and Cabbies Find a Way to Vent",2000
2005,"An article yesterday about efforts by Gov. Kathleen Babineaux Blanco of Louisiana to repair her reputation referred incorrectly to the Louisiana governor's mansion. It was built in 1963 during the administration of Gov. Jimmy Davis, not in the 1930's by Gov. Huey P. Long.   Corrections",,2000
2002,"GOLDFARB-Naomi (Sarlat). Of MA, formerly of CT, on Monday, December 23, 2002. Wife of Milton H. Goldfarb. Mother of Alicia G. Law of VT and Diana Goldfarb and her partner Don Sharp of MA. Grandmother of Kira and Alexander Law and David and Eli Goldfarb. Sister of Arthur Sarlat and the late Hortense Sedwin. Aunt of Jeffrey, Neil and Rob Sedwin and Ellen, Jan, Frederika and Melissa Sarlat. A memorial service will be held at the Levine Chapel, Brookline, MA on Thursday, December 26. Remembrances may be made to Alzheimer's Association, 36 Cameron Avenue, Cambridge, MA. 02140. Paid Notice: Deaths  GOLDFARB, NAOMI (SARLAT)",,2000
2008,"As newspapers cut costs, reporting in the capital suffers. Big News in Washington, but Far Fewer Cover It",,2000
2009,"I didn’t know what to call today’s Minimalist column recipe, because it’s not really fried chicken. A Crispy Crust for Chicken",,2000
2002,"Corection of Mar 1 obituary of Bernard Green, which omitted names of his partners Corrections",,2000
2002,"Correction of July 13 obituary of composer and cellist Alan Shulman, regarding some biographical information Corrections",,2000
2008,Déjà Vu for Bacrot,,2000
2004,"Kirk S Karver letter on Lisa Abend's March 21 travel article recalls visit to Atocha Station in Madrid, Spain Madrid Reflections",,2000
2004,Richard Simon Chang reviews book Godard: A Portrait of the Artist at Seventy by Colin MacCabe (S) BOOKS IN BRIEF: NONFICTION,,2000
2009,The new ABC sitcom stars Courteney Cox and begins on Sept. 23. Excerpt: 'Cougar Town',,2000
2000,James A Gresham letter says Herbert Muschamp's Oct 22 article on new New York Times building ignores architecture's social role Ignoring a Role,,2000
2015,"Dominique McWilliams has had several stints in the criminal justice, but now out on parole, she is working toward becoming a veterinarian. Out of Prison, a Brooklyn Woman Hopes for a New Start",,2010
2015,"A campaign to stop the mass killing of migrating Amur falcons has turned the people of Pangti, India, into stewards of the birds they once slaughtered. Falcon Hunters Become Fervent Preservationists",,2010
2016,"The film “A Woman Like Me” explores the roles played by temperament, spirituality and art as two vigorous women attempt to reconcile themselves to a terminal prognosis. Living With Cancer: A Woman Like Me",,2010
2013,"As a host of CNN’s revived “Crossfire,” Newt Gingrich will become a member of the news media that he once criticized. “And I hope to move it to the right,” he said. Gingrich Will Be Back in the ‘Crossfire’ on CNN",,2010
