year,decade,Combined_Text
1991,1990,"The Hamadei clan, which is believed to control the fate of the two German hostages now held in Lebanon, is driven by strong faith in Islam, deep hatred of the West and firm family bonds. 

They say they will not free the hostages until Mohammed Ali Hamadei and Abbas Hamadei, the brothers who are serving long prison terms in Germany on terrorism and murder convictions, are released. They are associated with the pro-Iranian Party of God, which may provide the necessary backing to ""win the fight,"" a family member said. A Tightly Knit Clan "
1998,1990,Carol Peace Robins reviews book Amelia Earhart's Daughters: The Wild and Glorious Story of American Women Aviators From World War II to the Dawn of the Space Age by Leslie Haynsworth and David Toomey (S) Books in Brief: Nonfiction 
1990,1990,LEAD: President Bush's decision last week to limit offshore drilling demonstrates that hardly any politician can risk being seen as anti-environmental. The reason for this is the growth of the environmental consciousness among the American people.   The Latest Political Litmus Test 
1994,1990,"To the Editor:   In Caryn James's excellent review of Janet Malcolm's ""Silent Woman,"" Ms. Malcolm is quoted in favor of biographical bias: ""The pose of fair-mindedness, the charade of evenhandedness, the striking of an attitude of detachment can never be more than rhetorical ruses."" Crossing Swords "
1997,1990,"''The finds are opening up a whole new world of real piracy that belies the stories. Pirates were nowhere near the monsters they were made out to be.''    PHILIP MASTERS, the head of a team that recently discovered the remains of a pirate ship. $(C1$)   No Headline "
1992,1990,"'Play Between Fear and Desire'  Germans Van Eck Gallery 420 West Broadway (near Spring Street) SoHo Through May 23    This delightful show brings together the work of seven artists who practice what might be called playful abstraction. Saint Clair Cemin's small bronze sculpture ""Talc Container"" (1987), looking like a somewhat amorphous dachshund with a handle, sets the tone of the exhibition. All these artists incorporate abstract forms, usually bulbous biomorphic shapes of the sort found in the Surrealist paintings and sculptures of Joan Miro, into work that combines large helpings of whimsy with a flavoring of threat. Art in Review "
1994,1990,"To the Editor:   While La Guardia and Kennedy International Airports need rail links, the Port Authority of New York and New Jersey's plan to build rapid transit to them (news article, July 27) is flawed in the following ways: Proposed Rail Link to Airports Ignores Needs of New Yorkers "
1998,1990,Editorial welcomes 10-yeare sentence imposed on Maurice Papon for complicity in the arrest and deporation of Jews from France during World War II says his trial furthers France's progress in taking responsibility for its past (Topics of The Times) Topics of the Times; A Verdict on Vichy
1994,1990,"To the Editor:   I spent America's Election Day in Chiapas, the southernmost Mexican state, as part of a delegation sent by Global Exchange, a San Francisco-based human rights organization. While California's voters and Gov. Pete Wilson have spent a great deal of time considering the audacity of those who cross our borders illegally, I wonder how much they've pondered what makes these people leave everyone and everything behind? Violence at Home Drives Mexicans Northward "
1992,1990,"Jane Alexandra Wiener, a daughter of Dr. and Mrs. Joel H. Wiener of Teaneck, N.J., was married Thursday evening to Craig Alan Parish, the son of Dr. and Mrs. Howard I. Parish of Cranford, N.J. Rabbi Herschel G. Cohen performed the ceremony at the Lincoln Square Synagogue in New York.   Mrs. Parish, 25 years old, was until recently an English teacher at Ridgewood (N.J.) High School. She graduated from Cornell University and received a master's degree in education from Harvard University. Her father is a professor of history at City College. Her mother, Suzanne Wiener, is a special-education teacher at Thomas Jefferson Middle School in Teaneck. Jane Wiener, Craig Parish "
1998,1990,"Volunteers rush to rescue of Regina Maris, a 90-year-old three-masted barkentine that became stuck in mud at low tide and later filled with water, only few boat lengths away from her new home in Glen Cove, LI photo (M) Glen Cove Rushes to Save Ship It Agreed to Adopt"
1997,1990,"DEMAIO-John. With sincere condolences from Larry and Beverly Rosenberg of Rancho Santa Fe and all his friends at Rosenberg, Minc & Armstrong. Paid Notice: Deaths  DEMAIO, JOHN "
1990,1990,"LEAD: ''HE was on the faculty at Harvard, but when he went to Harvard Square to get a cab, no one would pick him up - because he was black,'' said Dr. Dean Ornish, a physician who was treating the man for hypertension. Anger Over Racism Is Seen as a Cause of Blacks' High Blood Pressure "
1995,1990,"Yesterday's London newspapers were full of the news that PRINCE WILLIAM, who turns 13 next week, has been admitted to Eton College, the boarding school that has educated British leaders for 555 years. He will be the first prospective heir to the throne to attend Eton.    Prince Willam's education is one issue on which his separated parents are said to be in complete agreement. The Daily Mail reported yesterday that both the Prince and Princess of Wales very much wanted William go to Eton but that they wanted him to be admitted on his own academic merits. Last week Prince William took the entrance exam. The newspaper said he ""comfortably secured the 65 percent pass mark."" CHRONICLE "
1993,1990,"To the Editor: Your article about buying inexpensive gifts in Britain sparked many memories. In my early years as a traveler, when imagination was in greater supply than cash, I, too, shopped for gifts in supermarkets, food halls and drug stores. The gifts I bought were cheap, but the wrapping paper I found was free -- city and subway maps of the cities I visited, always available at tourist centers and subway stations. It was always great fun watching friends unwrap gifts, showing them on the maps where I stayed and traveled and shopped for their presents. It often triggered their memories and stories as well. NANCY SHEAR  New York, N.Y. Edible Souvenirs "
1993,1990,"The world's disarray over the bloodletting in Bosnia has obscured a more successful lifesaving operation in Somalia. An international force led by the United States has created a secure environment for delivering relief supplies. Millions of Somalis now live in relative peace as violence has abated. And Somalis themselves have taken the first steps to reconstruct a shattered society. Americans have reason for pride as the United Nations takes over a humanitarian operation authorized by President Bush and inherited by President Clinton.    Yet some Americans worry that a perilous precedent is being set in this second phase of Operation Restore Hope. Of 28,000 peacekeepers due to remain in Somalia, about 4,000 will be American. They will be led by a non-American, Lieut. Gen. Cevik Bir of Turkey. This will be the first peacetime instance in which Americans have served, outside NATO, under a foreign commander. A Big Second Step in Somalia "
1994,1990,"An article on Wednesday about a dispute over police treatment of blacks in Battleboro, N.C., and a boycott of white businesses there misidentified a clergyman from Rocky Mount, N.C., who described how the success of the Battleboro boycott might benefit other communities in the region. He is Dr. Thomas L. Walker, not Dr. Thomas L. Clark. Corrections "
1998,1990,"Enid Shomer reviews book Weird Women, Wired Women by Kit Reed drawing (S) Books in Brief: Fiction; No Home Should Be Without It"
1992,1990,"After months marked by anguished daylong meetings taken up with Nassau County's continuing fiscal crisis, the county's Board of Supervisors convened in an emergency session for two angry minutes today, and then, finding itself still deadlocked, adjourned once more.   In the space of the two minutes, the six members of the board had time to recite the Pledge of Allegiance, hear themselves booed by county correction officers, and consider and reject, by party-line procedural votes, a series of Republican initiatives to reduce the county's deficit. Board for Nassau Fails Again To Agree on Budget Remedies "
1990,1990,"The New York City Planning Commission adopted final guidelines yesterday aimed at distributing city projects, from homeless shelters to libraries and from jails to parks, more evenly among both rich and poor communities.    Required under the new City Charter, the guidelines are the first such municipal rules in the nation. They are intended, in part, to end the city's practice of placing a disproportionate share of programs for the homeless, the mentally ill and drug abusers in the poorest neighborhoods. New York Adopts Rules to Spread Projects Fairly "
1999,1990,"KING-Janet M., 55. Of Massachusetts on December 29. Graduate of Manhattanville College. Survived by partner, Robert Rinkewich, children Doug King and Leslie Duhamel, siblings John Palpini, Jean Soverow, and Jill Gross, mother Paolina Palpini, former husband, Thomas King. Paid Notice: Deaths  KING, JANET M. "
1999,1990,"BASEBALL    American League  BOSTON RED SOX--Agreed to terms with LHP Sang Lee on a two-year contract.  CLEVELAND INDIANS--Signed OF Ruben Sierra, INF Bill Selby, RHP Jim Dedrick, RHP Jose Pett, and LHP Joey Eischen to minor league contracts. TRANSACTIONS "
1992,1990,"To the Editor:   You report that 250 professors and students at the City University of New York have sued the state, ""contending that the way it finances public higher education is racially discriminatory"" (news article, Feb. 27). While I take no position on the merits of the legal challenge, I believe you leave out a critical part of the story: the contribution of independent colleges and universities.   No matter whose statistics we accept, it is clear that New York State subsidizes each student in four-year, public colleges somewhere between $8,650 and $9,700 a year (these figures do not fully include capital expenditures). By contrast, direct state subsidies to the 398,000 students enrolled in independent colleges amount to only $1,025 a year per student. Why New York State's Independent Colleges Also Deserve Aid "
1994,1990,"THE poster-crammed bulleting boards, grubily clad undergraduates mingling in clumps and scent of old dust mixed with fresh paint bring to mind any of a hundred urban campuses.    But this isn't just any campus. The students, a potpourri of races and ethnic groups, are among the most talented in America, and the curriculum is among the most demanding. More striking, the only barrier to entry is the fierce competition for places in the freshman class. For this is Cooper Union, a specialized college of art, architecture and engineering in Greenwich Village and the only private American college of its caliber that charges no tuition. The High Price of Free Excellence "
